,set_num,name,year,theme_id,num_parts
10123,12437,Collectable Minifigures - LEGO Minifigures Series 3 - Complete,2011,538,16
10124,5553,Minifigure Series 3 (Box of 60),2011,538,60
10125,7550,Pilot - Complete Set,2011,538,7
10126,10899,Tribal Chief - Complete Set,2011,538,6
10127,16308,Samurai Warrior - Complete Set,2011,538,7
10128,102,Snowboarder - Complete Set,2011,538,7
10129,15117,Space Villain - Complete Set,2011,538,8
10130,11683,Sumo Wrestler - Complete Set,2011,538,6
10131,2431,Mummy - Complete Set,2011,538,5
10132,11636,Elf - Complete Set,2011,538,8
10133,11330,Minifigure Series 4 [Random Bag],2011,539,0
10134,13792,Lawn Gnome - Complete Set,2011,539,8
10135,4026,Sailor - Complete Set,2011,539,6
10136,5013,Soccer Player - Complete Set,2011,539,8
10137,8265,Werewolf - Complete Set,2011,539,6
10138,16025,Hazmat Guy - Complete Set,2011,539,6
10139,11967,Artist - Complete Set,2011,539,7
10140,8892,Ice Skater - Complete Set,2011,539,8
10141,8644,Crazy Scientist - Complete Set,2011,539,6
10142,5554,Collectable Minifigures - LEGO Minifigures Series 4 - Complete,2011,539,16
10143,4133,Minifigure Series 4 (Box of 60),2011,539,60
10144,13801,Kimono Girl - Complete Set,2011,539,6
10145,1200,Musketeer - Complete Set,2011,539,7
10146,2550,Punk Rocker - Complete Set,2011,539,6
10147,5632,Surfer Girl - Complete Set,2011,539,6
10148,8679,Viking - Complete Set,2011,539,10
10149,14363,The Monster - Complete Set,2011,539,5
10150,4670,Hockey Player - Complete Set,2011,539,11
10151,7369,Street Skater - Complete Set,2011,539,8
10152,4037,Minifigure Series 5 [Random Bag],2011,540,0
10153,7254,Graduate - Complete Set,2011,540,7
10154,12879,Fitness Instructor - Complete Set,2011,540,6
10155,3736,Detective - Complete Set,2011,540,6
10156,12424,Evil Dwarf - Complete Set,2011,540,10
10157,827,Boxer - Complete Set,2011,540,5
10158,9195,Egyptian Queen - Complete Set,2011,540,6
10159,4418,Gangster - Complete Set,2011,540,7
10160,7866,Snowboarder Guy - Complete Set,2011,540,6
10161,11380,Collectable Minifigures - LEGO Minifigures Series 5 - Complete,2011,540,16
10162,14997,Minifigure Series 5 (Box of 60),2011,540,60
10163,8824,Gladiator - Complete Set,2011,540,7
10164,9849,Royal Guard - Complete Set,2011,540,6
10165,5278,Ice Fisherman - Complete Set,2011,540,8
10166,13342,Cave Woman - Complete Set,2011,540,7
10167,4286,Lizard Man - Complete Set,2011,540,6
10168,14702,Zookeeper - Complete Set,2011,540,7
10169,2615,Lumberjack - Complete Set,2011,540,6
10170,7253,Small Clown - Complete Set,2011,540,6
10171,9291,F1 Racer,1994,12,93
10172,15396,"King Mathias (Series 1) Limited Edition with Map and Cape, US",2004,198,44
10173,8369,Cafe Racer,1991,13,80
10174,15641,Toa Lhikan & Kikanalo,2004,347,217
10175,254,Aero Hawk II,1994,6,148
10176,4617,Battle at the Pass,2006,198,377
10177,12278,Speedway Bandit,1991,12,78
10178,4685,Off-Road Rambler,1994,11,185
10179,3555,Baja Blaster,1993,11,119
10180,7827,Mountain Rambler,1991,11,139
10181,5903,Rogue Knight Battleship,2006,198,153
10182,15782,Gargoyle Bridge,2006,198,234
10183,1018,Mistlands Tower,2006,198,437
10184,8289,Hovercraft,1994,10,192
10185,8643,Night Chopper,1991,6,113
10186,8496,ATX Sport Cycle,1993,13,95
10187,9186,Minifigure Series 6 [Random Bag],2012,541,0
10188,16382,Classic Alien - Complete Set,2012,541,6
10189,9194,Roman Soldier - Complete Set,2012,541,7
10190,6785,Surgeon - Complete Set,2012,541,7
10191,3548,Skater Girl - Complete Set,2012,541,8
10192,2466,Intergalactic Girl - Complete Set,2012,541,9
10193,14027,Butcher - Complete Set,2012,541,7
10194,6266,Mechanic - Complete Set,2012,541,7
10195,5726,Genie - Complete Set,2012,541,7
10196,1989,Collectable Minifigures - LEGO Minifigures Series 6 - Complete,2012,541,16
10197,13447,Minifigure Series 6 (Box of 60),2012,541,60
10198,5910,Highland Battler - Complete Set,2012,541,7
10199,7692,Sleepyhead - Complete Set,2012,541,6
10200,12897,Lady Liberty - Complete Set,2012,541,8
10201,5178,Bandit - Complete Set,2012,541,8
10202,4230,Flamenco Dancer - Complete Set,2012,541,6
10203,3626,Clockwork Robot - Complete Set,2012,541,6
10204,4791,Minotaur - Complete Set,2012,541,8
10205,9038,Leprechaun - Complete Set,2012,541,9
10206,7455,Front End Loader,1993,7,175
10207,4977,Dune Blaster,1994,11,277
10208,9503,Rally 6-wheeler,1990,12,169
10209,170,Minifigure Series 7 [Random Bag],2012,542,0
10210,12206,Swimming Champion - Complete Set,2012,542,6
10211,8868,Jungle Boy - Complete Set,2012,542,7
10212,11623,Hippie - Complete Set,2012,542,9
10213,1654,Computer Programmer - Complete Set,2012,542,7
10214,5475,Viking Woman - Complete Set,2012,542,9
10215,5206,Evil Knight - Complete Set,2012,542,8
10216,13433,Rocker Girl - Complete Set,2012,542,6
10217,12635,Grandma Visitor - Complete Set,2012,542,7
10218,5386,LEGO Minifigures Series 7 - Complete,2012,542,16
10219,3309,Minifigure Series 7 (Box of 60),2012,542,60
10220,14188,Aztec Warrior - Complete Set,2012,542,7
10221,12166,Bunny Suit Guy - Complete Set,2012,542,7
10222,13746,Bride - Complete Set,2012,542,11
10223,7477,Ocean King - Complete Set,2012,542,7
10224,15028,Bagpiper - Complete Set,2012,542,7
10225,11635,Daredevil - Complete Set,2012,542,8
10226,2385,Galaxy Patrol - Complete Set,2012,542,7
10227,5655,Tennis Ace - Complete Set,2012,542,6
10228,9457,Roadster,1988,12,86
10229,11991,Minifigure Series 8 [Random Bag],2012,543,0
10230,5849,Evil Robot - Complete Set,2012,543,8
10231,12108,Santa - Complete Set,2012,543,7
10232,9271,Vampire Bat - Complete Set,2012,543,5
10233,12453,DJ - Complete Set,2012,543,7
10234,14121,Red Cheerleader - Complete Set,2012,543,7
10235,4004,Actor - Complete Set,2012,543,7
10236,16230,Pirate Captain - Complete Set,2012,543,7
10237,12435,Alien Villainess - Complete Set,2012,543,10
10238,9905,LEGO Minifigures Series 8 - Complete,2012,543,16
10239,12344,Minifigure Series 8 (Box of 60),2012,543,60
10240,2085,Conquistador - Complete Set,2012,543,8
10241,2952,Lederhosen Guy - Complete Set,2012,543,7
10242,13426,Cowgirl - Complete Set,2012,543,6
10243,6886,Football Player - Complete Set,2012,543,8
10244,4860,Diver - Complete Set,2012,543,8
10245,182,Downhill Skier - Complete Set,2012,543,9
10246,15068,Businessman - Complete Set,2012,543,7
10247,14389,Fairy - Complete Set,2012,543,8
10248,9671,Forklift,1989,7,240
10249,2355,Sky Ranger,1993,6,273
10250,4513,Pneumatic Excavator,1992,7,257
10251,8058,Shock Cycle,1991,13,248
10252,2646,Supply Ship,1992,10,531
10253,16095,Rally Shock n' Roll Racer,1991,12,229
10254,10383,Desert Racer,1983,11,180
10255,8095,Go-Cart,1986,12,280
10256,14657,Fork Lift Truck,1984,7,272
10257,14573,Helicopter,1981,4,316
10258,2733,Dune Buggy,1981,4,174
10259,5625,Tow Truck,1982,4,379
10260,14582,Dragster,1983,4,250
10261,2926,Power Truck,1981,4,398
10262,14408,Tractor,1986,8,347
10263,15655,Rally Support Truck,1990,12,360
10264,1796,Space Scooter,1979,130,20
10265,6454,Excavator,1984,7,362
10266,1071,Robot,1987,14,327
10267,1431,Excavator / Digger,1988,7,326
10268,6738,Power Crane,1989,7,516
10269,15650,Prop Plane,1988,6,570
10270,7502,Whirlwind Rescue,1991,6,516
10271,2069,Street Chopper / Trike,1993,13,377
10272,13499,LEGO Motorcycle,1980,4,409
10273,7089,Rebel Wrecker,1994,11,452
10274,12585,Auto Engines,1980,4,244
10275,6231,Tractor,1981,4,614
10276,6593,Car Chassis,1980,4,676
10277,11729,Space Buggy,1979,130,20
10278,9756,Backhoe Grader,1989,7,679
10279,8179,Blizzard's Peak,2010,123,502
10280,2211,Desert of Destruction,2010,123,964
10281,5291,Test Car,1988,15,900
10282,5866,Train Motor (RC),2009,245,7
10283,1129,Flexible Train Track,2009,245,64
10284,4334,Airtech Claw Rig,1992,7,979
10285,4079,Power Functions Control Switch,2009,438,1
10286,1960,Power Functions Light,2009,438,1
10287,11845,Power Functions Extension Wire 50cm,2009,438,1
10288,1691,Forklift Transporter,1993,7,763
10289,2026,Fireball Catapult,2005,198,45
10290,8393,Battle Wagon,2005,198,126
10291,7011,King's Siege Tower,2005,198,131
10292,14732,Scorpion Prison Cave,2005,198,279
10293,1625,Vladek's Dark Fortress,2005,198,987
10294,15421,Rechargeable Battery Box,2009,438,1
10295,6135,IR Speed Remote Control,2009,438,1
10296,7371,Super Car,1994,15,1345
10297,12638,Power Functions Battery Box,2008,438,1
10298,11459,Power Functions XL-Motor,2008,438,1
10299,10074,Power Functions M-Motor,2008,438,1
10300,15868,Power Functions IR Receiver,2008,438,1
10301,12651,Power Functions IR Remote Control,2008,438,1
10302,13237,Power Functions Extension Wire,2008,438,1
10303,9159,Power Functions Transformer 10VDC,2009,438,1
10304,3795,Idea Book 8888,1980,498,1
10305,7304,Idea Book 8889,1984,498,1
10306,1442,Idea Book 8890,1988,498,1
10307,14635,Radar Truck,1979,130,29
10308,15817,"Idea Book 8891, Technic",1991,498,1
10309,4946,Piraka Outpost,2006,341,211
10310,9050,Lava Chamber Gate,2006,341,375
10311,10802,Piraka Stronghold,2006,341,649
10312,11844,Snake Canyon,2010,123,56
10313,9403,Jagged Jaws Reef,2010,123,190
10314,506,Wreckage Road,2010,123,267
10315,4499,Gator Swamp,2010,123,329
10316,10163,Reidak,2006,340,41
10317,1456,Windup Motor,1981,473,10
10318,4883,Hakann,2006,340,42
10319,16110,"Lockable Storage Box, Empty",1967,371,1
10320,7563,Vezok,2006,340,41
10321,594,Zaktan,2006,340,42
10322,4407,Avak,2006,340,41
10323,3510,Thok,2006,340,42
10324,3347,Rock Hacker,2009,439,29
10325,15116,Monster Launcher,2009,439,15
10326,14164,Team GB Minifigures [Random Bag],2012,546,0
10327,6611,Brawny Boxer - Team GB,2012,546,6
10328,3351,Team GB Minifigures - Complete Set,2012,546,9
10329,3392,Team GB Minifigures - Sealed Box,2012,546,60
10330,2985,Stealth Swimmer - Team GB Complete Set with Stand and Accessories,2012,546,6
10331,15243,Relay Runner - Team GB Complete Set with Stand and Accessories,2012,546,7
10332,1499,Judo Fighter - Team GB Complete Set with Stand and Accessories,2012,546,6
10333,16165,Tactical Tennis Player - Team GB Complete Set with Stand and Accessories,2012,546,7
10334,14451,Flexible Gymnast - Team GB Complete Set with Stand and Accessories,2012,546,9
10335,10261,Wondrous Weightlifter - Team GB Complete Set with Stand and Accessories,2012,546,9
10336,8901,Horseback Rider - Team GB Complete Set with Stand and Accessories,2012,546,6
10337,8508,Agile Archer - Team GB Complete Set with Stand and Accessories,2012,546,7
10338,11615,Toa Mahri Kongu,2007,352,63
10339,6432,Two-Man Scooter,1979,130,39
10340,2245,Toa Mahri Jaller,2007,352,67
10341,10388,Toa Mahri Hewkii,2007,352,61
10342,7073,Toa Mahri Nuparu,2007,352,58
10343,14994,Toa Mahri Hahli,2007,352,58
10344,15774,Ninjago Kai,2015,435,9
10345,6024,Cole polybag,2015,435,11
10346,15575,Weapon Rack,2015,435,25
10347,12842,Jay,2015,435,9
10348,15975,Zane foil pack,2015,435,9
10349,8730,Toa Mahri Matoro,2007,352,62
10350,14195,Takadox,2007,326,62
10351,15976,Clouse foil pack,2016,435,8
10352,2973,Cole foil pack,2016,435,16
10353,14197,Kai’s dragon,2016,435,21
10354,12109,Kalmah,2007,326,53
10355,4220,Carapar,2007,326,50
10356,2612,Mantax,2007,326,58
10357,7875,Ehlek,2007,326,54
10358,13713,Pridak,2007,326,47
10359,14306,Gadunka,2007,359,176
10360,13324,Hydraxon,2007,359,165
10361,12707,Maxilos and Spinax,2007,359,256
10362,8362,Barraki Deepsea Patrol,2007,341,200
10363,7928,Toa Undersea Attack,2007,341,357
10364,995,Toa Terrain Crawler,2007,341,603
10365,11363,Defilak,2007,334,37
10366,6758,Dekar,2007,334,37
10367,37,Thulox,2007,334,39
10368,14387,Morak,2007,334,40
10369,14510,Squid Ammo,2007,346,7
10370,1895,Nocturn,2007,359,114
10371,9975,Lesovikk,2007,359,149
10372,14026,Karzahni,2007,359,373
10373,1108,Mobile Ground Tracking Station,1979,130,79
10374,10208,Rockoh T3,2008,327,388
10375,14507,Jetrax T6,2008,327,420
10376,338,Jetrax T6 Limited Edition,2008,327,420
10377,4085,Axalara T9,2008,327,694
10378,5599,Tanma,2008,333,14
10379,3935,Solek,2008,333,14
10380,14830,Photok,2008,333,14
10381,9557,Radiak,2008,333,16
10382,2045,Gavla,2008,333,14
10383,11700,Kirop,2008,333,14
10384,3008,Windup Motor,1986,473,10
10385,5968,Mutran & Vican,2008,359,90
10386,3544,Makuta Icarax,2008,359,159
10387,5576,Mazeka,2008,359,301
10388,764,Stone Chopper,2009,439,33
10389,6190,Mine Mech,2009,439,69
10390,12104,Granite Grinder,2009,439,96
10391,7499,Claw Digger,2009,439,199
10392,3428,Thunder Driller,2009,439,237
10393,9055,Crystal Sweeper,2009,439,479
10394,2792,Crystal King,2009,439,169
10395,11295,Rock Wrecker,2009,439,224
10396,7426,Titanium Command Rig,2009,439,708
10397,6383,Gold Tooth's Getaway,2009,302,67
10398,1002,River Heist,2009,302,202
10399,6630,4-Wheeling Pursuit,2009,302,318
10400,3235,Robo Attack,2009,302,412
10401,12967,Mobile Rocket Launcher,1979,130,77
10402,11259,Aerial Defense Unit,2009,302,698
10403,16051,Atakus,2009,325,13
10404,9514,Raanu,2009,325,14
10405,9293,Tarduk,2009,325,17
10406,11027,Berix,2009,325,15
10407,13318,Metus,2009,325,14
10408,14441,Zesk,2009,325,16
10409,2521,Skrall,2009,331,50
10410,5056,Malum,2009,331,59
10411,10844,Gresh,2009,331,55
10412,10580,Tarix,2009,331,57
10413,8727,Strakk,2009,331,46
10414,1237,Vorox,2009,331,51
10415,3758,Stronius,2009,332,55
10416,15874,Ackar,2009,332,55
10417,9331,Vastus,2009,332,52
10418,8392,Kiina,2009,332,43
10419,12279,Gelu,2009,332,52
10420,2055,Mata Nui,2009,332,52
10421,9707,Fero and Skirmix,2009,359,148
10422,6603,Tuma,2009,359,187
10423,13063,Cendox V1,2009,327,151
10424,2827,Kaxium V3,2009,327,251
10425,4223,Baranus V7,2009,327,263
10426,4146,Thornatus V9,2009,327,438
10427,11746,Skopio XV-1,2009,327,848
10428,10974,Toa Mata Nui,2009,359,366
10429,11328,Universal Motor Set,1973,473,24
10430,11292,Medium Blue Storage Bin (16.5in x 12in x 6in),2007,528,1
10431,7396,4 Small Wheels with Accessories,1969,371,12
10432,10041,4.5V Motor Set,1976,473,31
10433,5057,2 Large Wheels with Accessories,1969,371,7
10434,3671,Krait Polybag,2015,435,7
10435,10942,Educational Box - Empty,1965,513,1
10436,15947,LEGO Soft Starter Set,1998,526,84
10437,1933,5 Turntables,1969,371,5
10438,6165,Medium set of Soft Bricks,1999,526,52
10439,3632,Extra Soft Bricks,1999,526,32
10440,2429,Soft Brick Activity Set,2000,526,7
10441,11307,Duplo Bulk Set,2007,504,144
10442,16,Train Wheels and Couplers,1969,371,10
10443,13202,12 doors and 5 hinges,1969,371,17
10444,459,Tubes Experiment Set,2004,507,150
10445,8335,XL Duplo Bulk Set,1993,507,564
10446,4507,Playhouse Set,2010,504,125
10447,5425,Crazy Demon,2012,112,85
10448,4480,Bone Cruncher,2012,112,86
10449,11929,Star Striker,2012,112,88
10450,970,Nitro Predator,2012,112,86
10451,1572,Universal Building Set,1978,469,116
10452,11455,Universal Building Set,1976,469,318
10453,1137,Universal Building Set,1976,469,401
10454,5451,Null Set-Use SW911506-1,2015,301,1
10455,14395,Naboo Starfighter,2016,164,34
10456,12754,AAT,2016,158,37
10457,7997,TIE Bomber,2016,164,26
10458,9584,Yoda's Hut,2016,158,29
10459,10441,AT-AT,2016,158,48
10460,347,Flash Speeder,2017,158,43
10461,4475,Universal Building Set,1976,469,471
10462,10780,"Windows, Red",1969,371,10
10463,8250,"Windows, White",1969,371,10
10464,635,6 bricks with 16 and 20 studs and 3 Angle Bricks White/Red,1969,371,9
10465,13840,6 bricks with 16 and 20 studs and 3 Angle Bricks Blue/Yellow,1969,371,9
10466,2125,Space Transport,1979,130,86
10467,9222,21 8-Stud Bricks,1969,371,126
10468,11691,21 Black 2x4 Bricks,1969,371,21
10469,4039,21 Blue 2x4 Bricks,1969,371,21
10470,15785,21 Red 2x4 Bricks,1969,371,21
10471,15590,21 Trans-Clear 2x4 Bricks,1969,371,21
10472,806,21 White 2x4 Bricks,1969,371,21
10473,6345,21 Yellow 2x4 Bricks,1969,371,21
10474,7268,"31 bricks with 2, 4 and 6 studs",1969,371,186
10475,317,Trees & Flowers,1981,455,18
10476,782,Alpha-1 Rocket Base,1979,130,187
10477,12016,Community Services Set,2012,507,130
10478,7484,Dinosaurs Set,2007,504,95
10479,5614,Farm Set,2010,504,150
10480,4708,Wild Animals Set,2012,507,96
10481,7779,"28 Bricks with 1, 2, 4, 6 and 8 Studs [Red/White]",1969,371,28
10482,5338,"28 Bricks with 1, 2, 4, 6 and 8 Studs [Blue/Yellow]",1969,371,28
10483,393,Duplo World People,2007,504,16
10484,9278,"28 Bricks with 1, 2, 4, 6 and 8 Studs [Black/Trans-Clear]",1969,371,28
10485,11976,Duplo Community People,2006,504,21
10486,15746,Farm,2007,504,104
10487,9035,Duplo Town Set,2004,505,204
10488,9596,"50 bricks, curved and round",1969,371,150
10489,8347,Space Cruiser,1979,130,172
10490,7803,Wheels Set,2007,528,360
10491,12557,Doors Windows and Roof Tiles,2002,528,270
10492,8632,Community Workers,2005,533,133
10493,16344,Community Workers,2006,533,218
10494,9253,Bonus Lego Basic Town,1998,534,2
10495,15568,LEGO Basic Airport,1988,534,0
10496,14149,Lego Basic Just Bricks,2000,507,576
10497,10291,Basic Set,1992,534,185
10498,1894,"Faces, Fences, Wheels and Windows",2000,528,110
10499,2170,Command Centre (Center),1979,130,177
10500,12049,Small Lego System Baseplates,2008,528,9
10501,11124,Giant Lego Dacta Basic Set,1997,534,1417
10502,6624,Galaxy Explorer,1979,130,342
10503,18155,Large Building Plates,1998,528,4
10504,5698,Bonus Lego Basic Town,1996,534,2472
10505,2579,Community Workers,1996,533,80
10506,4611,Magnetic Train Couplers,1977,456,4
10507,6127,Red Bricks,1973,473,45
10508,7080,Road Signs,1999,533,172
10509,13089,Creator Community Builders,2004,514,1690
10510,6562,Creator Community Builders,2004,514,1184
10511,1765,Jack Stone Transportation,2003,508,4
10512,1210,Creator Bulk,2003,22,610
10513,12907,Dinosaurs Set,2001,515,4
10514,12801,White Bricks,1973,473,45
10515,15215,City Buildings Set,2010,533,815
10516,1929,Rescue Service Set,2010,533,1493
10517,9554,Voyage into Space,2003,527,637
10518,3246,Blue and Yellow Bricks,1973,473,45
10519,8441,Town Developers Set,2007,533,1835
10520,3172,Micro Building Set,2007,533,1657
10521,6233,Doors and Windows,1973,473,38
10522,1789,BuildToExpress Set,2009,507,207
10523,4176,Vehicles,2010,533,934
10524,14386,Animals,2010,507,1082
10525,8556,Space & Airport Set,2010,533,1182
10526,1122,Harbor Set,2011,533,906
10527,12681,LEGO SERIOUS Play mini-kit,2011,507,57
10528,4012,"Roof Bricks, 45 Degrees",1973,473,58
10529,7649,Community Minifigures,2011,533,264
10530,2154,Fairytale and Historic Minifigures,2011,507,232
10531,16201,"Roof Bricks, 33 Degrees",1973,473,43
10532,5612,Dacta Theme Set,1991,533,900
10533,11962,Town Street Theme,1991,533,488
10534,3140,Dacta Space Theme Set,1990,527,559
10535,8815,Town Environment,1986,533,639
10536,9621,{Roadplates and Scenery},1986,533,85
10537,10697,Wheels and Tires,1973,473,20
10538,5661,People,1991,533,174
10539,15205,Road Plates,1991,533,8
10540,11357,Hospital,1993,533,584
10541,12264,Lego Dacta Community Vehicles,1993,533,739
10542,2849,Lego Dacta Community Vehicles,1998,533,6
10543,12998,Lego System Road Plates,1998,533,10
10544,11488,Doors and Fences,1973,473,34
10545,11350,Town Vehicles,1999,533,353
10546,12836,Lego System Road Plates,2003,533,5
10547,4857,Lego Dacta Castle Set,1997,512,337
10548,1203,Lego Dacta Adventurers Set,1998,509,3
10549,1347,Lego Technic Racers,1998,529,5
10550,7865,"Plates, Hinges and Turntables",1973,473,17
10551,1893,Bricks,2010,528,884
10552,38,Sceneries Set,2010,22,1229
10553,14767,Doors Windows & Roof Tiles,2010,528,278
10554,13469,Wheels Set,2011,507,286
10555,11582,Small building plates,2012,507,22
10556,15743,Community Starter Set,2012,507,1903
10557,13403,Mini Tow Truck,2012,1,138
10558,14203,"Flags, Trees and Road Signs",1972,473,17
10559,8374,Mini Crane,2012,5,218
10560,10143,Quad Bike,2012,5,198
10561,570,Tractor,2012,5,353
10562,8914,Jet Plane,2012,5,508
10563,6255,Pick-Up Tow Truck,2012,5,953
10564,14697,Helicopter,2012,5,1055
10565,8413,Logging Truck,2012,1,1311
10566,12479,4 x 4 Crawler,2012,11,1326
10567,8191,"Flags, Signs and Trees",1973,473,17
10568,9517,Black and Clear Bricks,1974,473,48
10569,6761,Venomari Shrine,2012,435,86
10570,5691,Kai’s Blade Cycle,2012,435,187
10571,5490,Jay's Storm Fighter,2012,435,242
10572,12128,Rattlecopter,2012,435,309
10573,8817,Cole’s Tread Assault,2012,435,285
10574,4516,Fangpyre Truck Ambush,2012,435,451
10575,12136,Destiny's Bounty,2012,435,683
10576,2709,Lasha's Bite Cycle,2012,435,248
10577,12275,Samurai Mech,2012,435,451
10578,14009,Ultra Sonic Raider,2012,435,620
10579,11680,Epic Dragon Battle,2012,435,900
10580,7316,Giant Lego Topic Set,1991,534,2195
10581,15408,Universal School Set,1997,534,697
10582,16351,Function Set,1992,534,350
10583,15307,Fangpyre Mech,2012,435,246
10584,9953,Spinner Battle Arena,2012,435,408
10585,4712,Crane Wrecking Ball,2012,435,414
10586,11323,The Swamp Creature,2012,558,70
10587,349,The Mummy,2012,558,91
10588,8588,The Werewolf,2012,558,243
10589,3512,The Vampire Hearse,2012,558,313
10590,12653,The Zombies,2012,558,447
10591,13991,The Crazy Scientist & His Monster,2012,558,429
10592,14043,The Ghost Train,2012,558,741
10593,15470,The Vampyre Castle,2012,558,942
10594,7354,Gandalf Arrives,2012,567,83
10595,2180,Shelob Attacks,2012,569,227
10596,7684,Uruk-hai Army,2012,568,257
10597,9877,Attack on Weathertop,2012,567,429
10598,6897,The Mines of Moria,2012,567,780
10599,13495,The Battle of Helm’s Deep,2012,568,1365
10600,2084,The Orc Forge,2012,568,362
10601,7638,Fransesco Bernoulli,2012,269,49
10602,4782,Ivan Mater,2012,269,52
10603,7203,Finn McMissile,2012,269,52
10604,6188,Go-Kart,1978,4,211
10605,966,Jeff Gorvette,2012,269,54
10606,91,Agent Mater’s Escape,2012,269,144
10607,1220,Red’s Water Rescue,2012,269,198
10608,12496,Ultimate Race Set,2012,269,279
10609,6477,Oil Rig Escape,2012,269,421
10610,12481,Elite Clone Trooper & Commando Droid Battle Pack,2012,165,105
10611,13687,Endor Rebel Trooper & Imperial Trooper Battle Pack,2012,169,77
10612,14153,Droid Escape,2012,169,136
10613,11287,Geonosian Cannon,2012,165,133
10614,10558,TIE Fighter,2012,169,413
10615,3033,X-wing Starfighter,2012,169,559
10616,8302,Anakin's Jedi Interceptor,2012,168,299
10617,4413,Gold Leader's Y-wing Starfighter,2012,169,457
10618,5070,Desert Skiff,2012,169,220
10619,12725,Republic Striker Starfighter,2012,158,378
10620,2287,Saesee Tiin's Jedi Starfighter,2012,165,243
10621,15646,Gungan Sub,2012,166,464
10622,2696,Sith Fury-class Interceptor,2012,170,746
10623,2365,Fork Lift,1979,4,216
10624,7850,"Advent Calendar 2012, Star Wars",2012,209,25
10625,1391,"Advent Calendar 2012, Star Wars (Day 9) - Imperial Officer",2012,225,4
10626,4653,"Advent Calendar 2012, Star Wars (Day 10) - AT-AT Walker",2012,225,13
10627,784,"Advent Calendar 2012, Star Wars (Day 11) - Hoth Blaster Station",2012,225,6
10628,3204,"Advent Calendar 2012, Star Wars (Day 12) - Hoth Rebel Trooper",2012,225,6
10629,8988,"Advent Calendar 2012, Star Wars (Day 13) - Gonk Droid (GNK Power Droid)",2012,225,14
10630,4451,"Advent Calendar 2012, Star Wars (Day 14) - General Grievous Weapon Depot",2012,225,10
10631,12672,"Advent Calendar 2012, Star Wars (Day 15) - Snowtrooper",2012,225,4
10632,9641,"Advent Calendar 2012, Star Wars (Day 16) - Naboo Royal Shuttle",2012,225,18
10633,7870,"Advent Calendar 2012, Star Wars (Day 17) - Flash Speeder",2012,225,14
10634,12709,"Advent Calendar 2012, Star Wars (Day 18) - Rebel Scout Trooper",2012,225,5
10635,10432,"Advent Calendar 2012, Star Wars (Day 1) - Gungan Sub",2012,225,13
10636,5581,"Advent Calendar 2012, Star Wars (Day 19) - Trade Federation AAT",2012,225,15
10637,13129,"Advent Calendar 2012, Star Wars (Day 20) - General Grievous Starfighter",2012,225,14
10638,13289,"Advent Calendar 2012, Star Wars (Day 21) - Super Battle Droid",2012,225,4
10639,4126,"Advent Calendar 2012, Star Wars (Day 22) - Sith Infiltrator",2012,225,15
10640,11095,"Advent Calendar 2012, Star Wars (Day 23) - Snowman R2-D2",2012,225,8
10641,15970,"Advent Calendar 2012, Star Wars (Day 24) - Santa Darth Maul",2012,225,7
10642,15368,"Advent Calendar 2012, Star Wars (Day 2) - Gungan Soldier",2012,225,3
10643,13107,"Advent Calendar 2012, Star Wars (Day 3) - Gungan Battle Depot",2012,225,8
10644,10663,"Advent Calendar 2012, Star Wars (Day 4) - Star Destroyer",2012,225,14
10645,2679,"Advent Calendar 2012, Star Wars (Day 5) - Trade Federation MTT",2012,225,9
10646,4478,"Advent Calendar 2012, Star Wars (Day 6) - Battle Droid Security",2012,225,5
10647,9257,"Advent Calendar 2012, Star Wars (Day 7) - Naboo Starfighter",2012,225,16
10648,5854,"Advent Calendar 2012, Star Wars (Day 8) - Vulture Droid",2012,225,9
10649,5947,Bulldozer,1979,4,372
10650,1573,Basic Bricks,1987,534,18
10651,2114,Lego TC logo Starter Pack,1988,529,16
10652,15507,Malevolence,2012,165,1098
10653,10541,Jabba’s Palace,2012,169,716
10654,10263,Tractor,1978,4,322
10655,12956,Pre Vizsla's Mandalorian Fighter,2012,165,399
10656,1393,Palpatine’s Arrest,2012,168,646
10657,1148,Letters Set,2008,507,134
10658,16185,Numbers and Mosaics Set,2008,507,352
10659,331,Sky Copter,1978,4,364
10660,15291,Math Machines Set,2006,507,554
10661,4203,Mobile Crane,1979,4,512
10662,1175,Kendo Cole,2012,435,28
10663,2670,Lloyd Garmadon,2012,435,26
10664,357,Jay ZX,2012,435,29
10665,6865,Zane ZX,2012,435,38
10666,5410,Mezmo,2012,435,32
10667,15766,Bytar,2012,435,25
10668,1191,Lizaru,2012,435,25
10669,4914,Training Set,2012,435,218
10670,7500,Auto Chassis,1978,4,603
10671,12269,Kai ZX,2012,435,21
10672,16388,Lasha,2012,435,21
10673,11850,Kendo Zane,2012,435,35
10674,14804,Snappa,2012,435,20
10675,2244,Samurai X,2012,435,23
10676,2828,Fang-Suei,2012,435,21
10677,5431,Spitta,2012,435,20
10678,3600,NRG Jay,2012,435,20
10679,5567,Fangdam,2012,435,19
10680,15134,NRG Cole,2012,435,15
10681,13526,Slithraa,2012,435,15
10682,8854,Lloyd ZX,2012,435,18
10683,3720,Starter Set,2012,435,53
10684,7282,WeDo Robotics Construction Set,2009,507,157
10685,7626,WeDo Robotics USB Hub,2009,521,1
10686,10906,WeDo Robotics Motion Sensor,2009,521,1
10687,6505,WeDo Robotics Tilt Sensor,2009,521,1
